accuracy
7.913000583648681641e-01
1.008999943733215332e-01
1.027999967336654663e-01
9.709998965263366699e-02
1.013999953866004944e-01
1.181999966502189636e-01
9.799999743700027466e-02
9.879999607801437378e-02
7.898000478744506836e-01
7.911000251770019531e-01
9.799998998641967773e-02
9.380000084638595581e-02
8.011000752449035645e-01
1.013999953866004944e-01
1.008999943733215332e-01
7.954000234603881836e-01
9.799998998641967773e-02
1.028000041842460632e-01
9.820000082254409790e-02
9.799998998641967773e-02
9.520000219345092773e-02
9.799998998641967773e-02
9.799998998641967773e-02
1.028999984264373779e-01
1.027999967336654663e-01
1.152999922633171082e-01
9.799998998641967773e-02
7.913000583648681641e-01
1.009999960660934448e-01
1.134999915957450867e-01
1.026000007987022400e-01
1.162999942898750305e-01
1.037999987602233887e-01
1.035999879240989685e-01
1.086999997496604919e-01
1.007999926805496216e-01
9.839999675750732422e-02
7.963000535964965820e-01
1.251999884843826294e-01
1.005999967455863953e-01
9.699999541044235229e-02
9.579998999834060669e-02
9.799998998641967773e-02
1.009999960660934448e-01
1.229999959468841553e-01
9.789998829364776611e-02
9.799998998641967773e-02
9.799998998641967773e-02
1.008999943733215332e-01
9.799998998641967773e-02
9.929998964071273804e-02
8.017000555992126465e-01
9.559999406337738037e-02
9.659999608993530273e-02
1.137999966740608215e-01
7.993999719619750977e-01
1.017000079154968262e-01
7.908999919891357422e-01
8.012000322341918945e-01
8.069000244140625000e-01
1.010999977588653564e-01
9.429998695850372314e-02
9.799998998641967773e-02
9.799998998641967773e-02
1.007999926805496216e-01
1.138999983668327332e-01
1.159999966621398926e-01
9.009999781847000122e-02
9.799998998641967773e-02
1.044999957084655762e-01
7.917000055313110352e-01
7.920000553131103516e-01
8.066000342369079590e-01
9.239999204874038696e-02
9.799998998641967773e-02
1.046999990940093994e-01
1.022999957203865051e-01
8.059000372886657715e-01
7.990000844001770020e-01
8.032000660896301270e-01
1.056999936699867249e-01
8.080000877380371094e-01
7.986000776290893555e-01
8.110000491142272949e-01
7.673000097274780273e-01
8.061000108718872070e-01
9.860000014305114746e-02
9.569999575614929199e-02
9.820000082254409790e-02
9.799998998641967773e-02
1.006999909877777100e-01
1.027999967336654663e-01
1.027999967336654663e-01
8.104000091552734375e-01
1.027999967336654663e-01
8.058000802993774414e-01
7.983000278472900391e-01
9.819998592138290405e-02
7.952999472618103027e-01
1.186999976634979248e-01
